clave_articulo,descripcion,inventarios,tipo_documentos,linea,serie,unidad,unidad_empaque,cantidad_almacen,rack,control_almacen,concepto,tipo_documento,documento,clave_cliente_proveedor,clave_vendedor,cantidad,precio,costo,tiempo_surtido,stock_min,stock_max,tipo_costeo,fecha_ultima_compra,pendiente_recibir,fecha_ultima_venta,pendientes_surtir,existencias,costo_promedio,ultimo_costo,tipo_elemento,unidad_salida,factor_entre_unidades,apartados,lote,pedimento,peso,volumen,clave_esuqema,cantidad_ventas_anuales,monto_ventas_anuales,cantidad_compras_anuales,monto_compras_anuales,cuenta_contable,estatus,manejo_ieps,tax_num,cuota_ieps,forma_ieps,clave_sat,clave_unidad,catalogo,id_catalogo,titulo_ml,color,medidas,volts,a,w,marca
BIR-MR44LTSM,BIRLOS,1,M,REF,N,PZ,,1,5B,1-5B,,,,GTR150812,,,,,3,0,8,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,MARCIL
BISA-3X2,BISAGRA 3X2 VEKER,1,M,CON,N,PZ,,1,17C,1-17C,,,,NMQ050902,,,,,1,0,12,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,VEKER
BISA-C3-N3-C6,BISAGRA CON TORNILLOS FERLOCK,1,M,CON,N,PZ,,1,17C,1-17C,,,,NMQ050902,,,,,1,0,12,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,FERLOCK
BISCUIT,LATA DE GALLETAS MEMBERS MARK,1,M,CON,N,PZ,,1,14B,1-14B,,,,GTR150812,,,,,2,0,1,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,MEMBERS MARK
BL10-1-3/8,CADENA BL10 1-3/8 X 64,1,M,HTA,N,PZ,,1,22TY,1-22TY,,,,TTC920120,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TOYOTA
BLPY1700,ESCOBILLA,1,M,REF,N,PZ,,5,1D,5-1D,,,,DUAG60100,,,,,5,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,SOURCE
BOC-EM15W,BOCINA TORRETAEMERGENCIA 25W,1,M,REF,N,PZ,,1,12C,1-12C,,,,GTR150812,,,,,4,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,25,SEN
BOM-AG00SN,BOMBA DE AGUA SIN BOBINA NI ID,1,M,ACO,S,PZ,,1,12E,1-12E,,,,GTR150812,,,,,3,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,,,,,GENERICA
BOM-AGUA-FG,TUBO AGUA MITSU AF17B12415 ,1,M,REF,N,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,7,0,2,,2021/4/12,,,,,2420,2420,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOM-GAS,BOMBA GASOLINA ,1,M,REF,S,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,3,0,2,,2021/4/12,,,,,2880,2880,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOMB-AGUA,BOMBA AGUA MITSUBISHI,1,M,REF,S,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,3,0,2,,2021/4/12,,,,,1960,1960,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOMB-AZU-COMP,BOMBA ACEITE PARA COMPRESORA,1,M,REF,S,PZ,,1,13D,1-13D,,,,GTR150812,,,,,7,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BONA20L,AGUA BONAFONT DE 20 LITROS,1,M,CON,N,PZ,,1,22PS,1-22PS,,,,EAM001231,,,,,4,3,20,,2021/4/7,,,,,45,45,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,BONAFONT
BORDE-WILL,BORDE PARA MASCARILLA WILLSON,1,M,ESS,N,PZ,,1,3C,1-3C,,,,LGS850318,,,,,7,2,50,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BORNERAS,BORNERAS,1,M,CON,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOT-220-6,BOTONERA MOELLE 440V 6A,1,M,ACO,N,PZ,,1,6D,1-6D,,,,GTR150812,,,,,3,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,MOELLE
BOT-IND,BOTON PARA CONTROL INDUSTRIAL,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOT-PARO,BOTONERA 2 PARO DE EMERGENCIA,1,M,ACO,N,PZ,,1,10C,1-10C,,,,GTR150812,,,,,3,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOT-SERV,BOTE PARA SERVICIO,1,M,HTA,N,PZ,,1,2C,1-2C,,,,GTR150812,,,,,7,1,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOT-VAR,CAJA CON DIVERSAS PIEZAS,1,M,ACO,N,CJ,,1,17D,1-17D,,,,GTR150812,,,,,3,0,1,,,,,,,,,P,CJ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOTA27LECHER,BOTA INDUSTRIAL #27,1,M,ESS,N,PR,,1,16E,1-16E,,,,LGS850318,,,,,7,1,15,,,,,,,759.15,759.15,P,PR,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRA,,,,,GALGO
BOTON-4P-V11MM,PUSH BOTON #64 BASTAGO DE 11MM,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,1,20,,2021/7/12,,,,,11.6,11.6,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOTON-4P-V13MM,PUSH BOTON #64 BASTAGO DE 13MM,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,1,20,,2021/7/12,,,,,11.6,11.6,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BOTON-4P-V16MM,PUSH BOTON #64 BASTAGO DE 16MM,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,1,20,,2021/7/12,,,,,11.6,11.6,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BP5ES-A-FG25K,BUJIAS BP5ES-A NGK,1,M,REF,N,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,3,0,12,,2021/4/8,,,,,28,28,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,NGK
BRA-AMORTL,BRAZO AMORTIGUADOR VERDE G,1,M,REF,N,PZ,,1,13D,1-13D,,,,GTR150812,,,,,3,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,GENERICA
BRA-AMORTS,BRAZO AMORTIGUADOR VERDE CH,1,M,REF,N,PZ,,1,13D,1-13D,,,,GTR150812,,,,,3,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,GENERICA
BRAKER10AB,BRAKER 10AIC 240VAC 10A,1,M,ACO,N,PZ,,1,10C,1-10C,,,,NMQ050902,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,120,10,,SQUARE
BRAKER10AG,BRAKER 10AIC 10KA 120-240V ,1,M,ACO,N,PZ,,1,10C,1-10C,,,,NMQ050902,,,,,3,1,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,GRIS,,120/240,10000,,SQUARE
BRO3/4MET,BROCA PARA METAL 3/4,1,M,CON,N,PZ,,1,18C,1-18C,,,,NMQ050902,,,,,3,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
BRP-1,BROCHA 1,1,M,CON,N,PZ,,1,19B,1-19B,,,,NMQ050902,,,,,7,3,30,,2021/7/2,,,,,7,7,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PRETUL
BRP-1/2,BROCHA 1/2,1,M,CON,N,PZ,,1,19B,1-19B,,,,NMQ050902,,,,,7,3,30,,2021/7/2,,,,,5,5,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PRETUL
BRP-2,BROCHA 2,1,M,CON,N,PZ,,1,19B,1-19B,,,,NMQ050902,,,,,7,3,30,,2021/7/2,,,,,11,11,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PRETUL
BRP-3,BROCHA 3,1,M,CON,N,PZ,,1,19B,1-19B,,,,NMQ050902,,,,,7,3,30,,2021/7/2,,,,,17,17,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,PRETUL
BSP318S,TRANSISTOR BSP318S SEÑAL BAJA ,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,20,,2021/7/12,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
BUJIA-ACDELCO,BUJIAS AC-DELCO,1,M,REF,N,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,3,0,12,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ACDELCO
BULLET-VARI,CAMARAS BULLET 2MP – U,1,M,INF,S,PZ,,1,9B,1-9B,,,,GTR150812,,,,,7,0,6,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,BYTEK
C-CROWN-13X50,CALCO CROWN 13.5X50 CM,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
C-CROWN-9X36,CALCO CROWN 9.5X36 CM,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
C-HYSTER-7X43,CALCO HYSTER 7X43 CM NEGRO,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,7X43,,,,GENERICA
C-HYSTER-7X43B,CALCO HYSTER 7X43 CM NEGRO,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,7X43,,,,GENERICA
C-HYSTER-7X43O,CALCO HYSTER 7X43 CM NARANJA,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,7X43,,,,GENERICA
C-TOYOTA-6X38,CALCO TOYOTA 6.5X38 CM,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
C-TRANZVM-10X45,CALCO TRANZVM 10X45,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
C12272,ESLINGA Y MATRACA 4.5T C12272,1,M,HTA,N,PZ,,1,15E,1-15E,,,,LGS850318,,,,,7,1,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,2X27 ,,,,DJ HOOK
C306DN3,CONTACTOR 600V H200B-C306DN3,1,M,ACO,N,PZ,,1,10C,1-10C,,,,EER840703,,,,,7,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,120/600,,,HAMMER
CA-105,CARDA PARA ESMERIL 6-13/16,1,M,CON,N,PZ,,1,19D,1-19D,,,,NMQ050902,,,,,7,2,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
CA-2525,COMPRESOR DE AIRE CA2525,1,M,HTA,S,PZ,,1,14PS,1-14PS,,,,NMQ050902,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,OAKLAND
CA-32,CARBON PARA ESMERIL BCH,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-33,CARBON PARA ESMERILADORA CA-33,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-36,CARBON CA-36 ,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-95,CARBON PARA NEUMATICA CA-95,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-DEWALT,CARBON PARA ESMERIL DEWALT,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-G270B3,CARBON PARA ESMERIL G720-B3 ,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-KN,CARBON NUEVOS POR IDENTIFICAR,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-TRUPER,CARBON PARA ESMERIL TRUPER,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA-VAR,CARBON DIVERSAS MEDIDAS ,1,M,REF,N,PZ,,1,20C,1-20C,,,,MDM910322,,,,,4,5,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,AVANTE
CA504EA1,BOMBA DE AGUA NARANJA CA504EA1,1,M,ACO,S,PZ,,1,13E,1-13E,,,,GTR150812,,,,,3,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NARANJA,,,,,SIEMENS
CAB-2N,CABLE 2/0 NEGRO,1,M,CON,N,M,,1,21PS,1-21PS,,,,SVE000216,,,,,15,10,100,,,,,,,380,380,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ACOSA
CAB-2R,CABLE 2/0 ROJO,1,M,CON,N,M,,1,21PS,1-21PS,,,,SVE000216,,,,,15,10,100,,2021/6/30,,,,,380,380,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ACOSA
CAB-3/16FX,CABLE ACERO PVC 520 KG,1,M,CON,N,M,,1,8C,1-8C,,,,NMQ050902,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,FIERO
CAB-40N,CABLE 4/0 NEGRO,1,M,CON,N,M,,1,21PS,1-21PS,,,,SVE000216,,,,,15,10,100,,,,,,,558,558,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ACOSA
CAB-4N,CABLE ROHC CALIBRE 4 AWG ROJO,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CAB-4R,CABLE 4/0 ROJO,1,M,CON,N,M,,1,21PS,1-21PS,,,,SVE000216,,,,,15,10,100,,,,,,,558,558,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,ACOSA
CAB-BUJ,CABLES BUJIAS MONTACARGAS,1,M,REF,N,PZ,,1,5B,1-5B,,,,DUAG60100,,,,,7,0,2,,2021/4/12,,,,,410,410,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAB1-PAR175,PAR CABLES CONECTOR SB175 1/0,1,M,REM,N,PZ,,1,2D,1-2D,,,,GTR150812,,,,,3,0,25,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAB1-PAR175G,PAR CABLES CONECTOR SB175 GRIS,1,M,REM,N,PZ,,1,2E,1-2E,,,,GTR150812,,,,,3,0,25,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAB1-PAR175R,PAR CABLES CONECTOR SB175 ROJO,1,M,REM,N,PZ,,1,1E,1-1E,,,,GTR150812,,,,,3,0,25,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,GENERICA
CAB2-PAR350G,PAR CABLES CONECTOR SB350 GRIS,1,M,REM,N,PZ,,1,2D,1-2D,,,,GTR150812,,,,,3,0,25,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAB4-PAR350G,PAR CABLES CONECTOR SB350 4/0,1,M,REM,N,PZ,,1,1E,1-1E,,,,GTR150812,,,,,3,0,25,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CABL-1X10N,CABLE #10 THW-LS N,1,M,CON,N,M,,1,10C,1-10C,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,ARGOS
CABL-1X10R,CABLE #10 THW-LS R,1,M,CON,N,M,,1,10C,1-10C,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJO,,,,,ARGOS
CABL-1X18,CABLE #18 NEGRO,1,M,CON,N,M,,1,10C,1-10C,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDUMEX
CABL-A14GR,CABLE AUTOMOTRIZ #14 VERDE,1,M,CON,N,M,,1,7C,1-7C,,,,EOB930315,,,,,7,0,100,,2021/4/22,,,,,12,12,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,,,,,GENERICA
CABL-A14R,CABLE AUTOMOTRIZ #14 ROJO,1,M,CON,N,M,,1,7C,1-7C,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,ROJA,,,,,GENERICA
CABLE-10POT,CABLE POT CALIBRE 10,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CABLE-2X14UR,CABLE 2X14 AWG USO RUDO,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CABLE-4,CABLE 4 AWG,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CABLE-4X10UR,CABLE 4X10 AWG USO RUDO,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CABLE-8,CABLE 8 AWG,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CABLE2/0-ROHS,CABLE 2/0 AWG ROHS,1,M,CON,N,M,,1,7PS,1-7PS,,,,EOB930315,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,CONDULAC
CABLES-VARIOS,CAJA CABLES DIVERSOS CALIBRE,1,M,ACO,N,PZ,,1,7C,1-7C,,,,GTR150812,,,,,3,0,1,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CADE-20,CADENA TIPO VICTOR #3,1,M,CON,N,M,,1,8C,1-8C,,,,NMQ050902,,,,,7,0,100,,,,,,,,,P,M,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
CADENA,CADENA METAL DE 2M DE LARGO,1,M,HTA,N,PZ,,1,17E,1-17E,,,,CADENAS - SOLUCIONES DE CARGA,,,,,7,0,10,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,200CM,,,,GENERICA
CAIMAN-NCH,CAIMAN MEDIANO Y BANANA NEGRO,1,M,HTA,N,PZ,,1,9C,1-9C,,,,IASR72101,,,,,3,0,4,,2021/6/3,,,,,3,3,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,NEGRO,,,,,GENERICA
CAIMAN-RCH,CAIMAN MEDIANO CON BANANA ROJO,1,M,HTA,N,PZ,,1,9C,1-9C,,,,IASR72101,,,,,3,0,4,,2021/6/3,,,,,3,3,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAJA-TABCTR,CAJA PARA TABLERO DE CONTROL,1,M,ACO,N,PZ,,1,13PS,1-13PS,,,,GTR150812,,,,,7,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAJA-UAPA,CAJA UNIVERSAL DE SOBREPONER,1,M,ACO,N,PZ,,1,10D,1-10D,,,,NMQ050902,,,,,3,0,5,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
CAJAPLASTICACH,CAJAS PLASTICAS MED 22X24X10,1,M,HTA,N,PZ,,8,1A,8-1A,,,,GTR150812,,,,,4,0,20,,2021/4/17,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,22X24X10,,,,GENERICA
CAJAPLASTICAGR,CAJAS PLASTICAS GRA 22X24X13.5,1,M,HTA,N,PZ,,8,1A,8-1A,,,,GTR150812,,,,,4,0,20,,2021/4/17,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,22X24X13.5,,,,GENERICA
CAJAS-CART,CAJA DE CARTON GRANDE,1,M,CON,N,PZ,,1,17PS,1-17PS,,,,GTR150812,,,,,7,0,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAJAS-CART-M,CAJA DE CARTON MEDIANA,1,M,CON,N,PZ,,1,17A,1-17A,,,,GTR150812,,,,,7,0,30,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAL,CAL,1,M,ACO,N,KG,,1,6E,1-6E,,,,PAAA70050,,,,,1,0,2,,,,,,,,,P,KG,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAL-3C,CALAVERA 3 COLORES MONTACARGA,1,M,REF,N,PZ,,1,3B,1-3B,,,,DUAG60100,,,,,7,0,20,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TOTAL SOURCE
CALAFATIADORA,CALAFATIADORA ,1,M,HTA,N,PZ,,1,8B,1-8B,,,,NMQ050902,,,,,4,0,3,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,TRUPER
CALC-ATRBAT,CALCO ATR BATTERY VERDE 20X14,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,VERDE,20X14,,,,GENERICA
CALC-CAPMAX3K,CALCO CAP MAX 3000 KG 4X40,1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,4X40,,,,GENERICA
CALC-MAXCAP9L,"CALCO MAX CAP 9 LB 4,5 X 37",1,M,CON,N,PZ,,1,20B,1-20B,,,,GTR150812,,,,,7,0,100,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAP-204NF,CAPACITOR 20.4 NANO FARADIOS,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,2021/7/12,,,,,11.6,11.6,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAP-220-25-SMD,CAPACITOR 220MF 25V SMD,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,2021/7/12,,,,,23.2,23.2,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,25,,,GENERICA
CAP-220-25V,CAPACITOR 220MF A 25 VOLTS,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,2021/7/12,,,,,11.6,11.6,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAP-220/35C,CAPACITOR 220MF 35V CILINDRICO,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,2021/7/12,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,GENERICA
CAP-220/35C-SMD,CAPACITOR 220MF 35V CILIN SMD ,1,M,REF,N,PZ,,4,1A,4-1A,,,,MAMJ56051,,,,,7,2,50,,2021/7/12,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,35,,,GENERICA
CAPU-1214,CAPUCHON PARA CABLE CAL 12-14,1,M,CON,N,PZ,,1,13CV,1-13CV,,,,EER840703,,,,,4,5,100,,2021/7/2,,,,,11,11,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,VOLTECK
CAR-6710,CARETA SOLDADOR ELECTRO 6710,1,M,HTA,N,PZ,,1,20A,1-20A,,,,INF891031,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,OAKLAND
CAR-ELE,CARETA SOLDADOR ELECTRO,1,M,HTA,N,PZ,,1,20A,1-20A,,,,INF891031,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,OAKLAND
CAR-FB,CARETA SOLDADOR DE FIBRA,1,M,HTA,N,PZ,,1,20A,1-20A,,,,INF891031,,,,,7,0,2,,,,,,,,,P,PZ,1,,N,N,,,1,,,,,,A,,,,,,,,,,,,,,,INFRA
